time_s,y_mm
7.683333,162.076514
7.691667,162.094131
7.700000,162.106817
7.708333,162.116721
7.716667,162.139601
7.725000,162.162116
7.733333,162.180666
7.741667,162.210427
7.750000,162.213364
7.758333,162.228753
7.766667,162.226873
7.775000,162.233693
7.783333,162.253757
7.791667,162.272959
7.800000,162.309846
7.808333,162.328088
7.816667,162.352841
7.825000,162.368083
7.833333,162.392173
7.841667,162.407767
7.850000,162.426668
7.858333,162.430808
7.866667,162.440250
7.875000,162.448240
7.883333,162.444555
7.891667,162.448359
7.900000,162.452271
7.908333,162.470298
7.916667,162.481023
7.925000,162.489600
7.933333,162.526667
7.941667,162.533039
7.950000,162.547534
7.958333,162.563800
7.966667,162.584420
7.975000,162.601978
7.983333,162.652630
7.991667,162.677616
8.000000,162.698476
8.008333,162.711197
8.016667,162.736854
8.025000,162.747716
8.033333,162.778873
8.041667,162.793581
8.050000,162.831180
8.058333,162.853482
8.066667,162.870277
8.075000,162.877640
8.083333,162.897535
8.091667,162.905450
8.100000,162.928284
8.108333,162.953734
8.116667,162.981367
8.125000,162.986027
8.133333,162.996943
8.141667,163.001394
8.150000,163.018500
8.158333,163.032778
8.166667,163.059853
8.175000,163.102229
8.183333,163.120699
8.191667,163.133811
8.200000,163.140445
8.208333,163.160031
8.216667,163.175880
8.225000,163.186274
8.233333,163.222653
8.241667,163.233305
8.250000,163.249717
8.258333,163.264984
8.266667,163.292687
8.275000,163.314597
8.283333,163.345974
8.291667,163.367225
8.300000,163.399709
8.308333,163.426600
8.316667,163.456092
8.325000,163.479953
8.333333,163.521328
8.341667,163.529711
8.350000,163.552392
8.358333,163.569461
8.366667,163.583610
8.375000,163.596822
8.383333,163.628082
8.391667,163.640452
8.400000,163.644545
8.408333,163.652162
8.416667,163.658597
8.425000,163.668435
8.433333,163.679408
8.441667,163.689219
8.450000,163.699156
8.458333,163.705068
8.466667,163.714328
8.475000,163.732556
8.483333,163.734358
8.491667,163.746292
8.500000,163.758550
8.508333,163.767027
8.516667,163.783914
8.525000,163.795000
8.533333,163.809647
8.541667,163.825497
8.550000,163.842906
8.558333,163.845240
8.566667,163.852937
8.575000,163.870509
8.583333,163.867871
8.591667,163.888975
8.600000,163.903909
8.608333,163.923744
8.616667,163.936023
8.625000,163.945950
8.633333,163.967836
8.641667,163.986766
8.650000,164.013263
8.658333,164.016790
8.666667,164.012645
8.675000,164.009701
8.683333,164.006855
8.691667,164.016907
8.700000,164.018950
8.708333,164.034186
8.716667,164.041007
8.725000,164.051117
8.733333,164.049810
8.741667,164.052507
8.750000,164.066238
8.758333,164.086375
8.766667,164.109502
8.775000,164.113634
8.783333,164.129718
8.791667,164.138770
8.800000,164.146874
8.808333,164.160056
8.816667,164.160453
8.825000,164.180081
8.833333,164.182404
8.841667,164.198978
8.850000,164.208637
8.858333,164.233587
8.866667,164.233873
8.875000,164.224299
8.883333,164.241246
8.891667,164.238242
8.900000,164.249317
8.908333,164.275640
8.916667,164.284297
8.925000,164.295678
8.933333,164.294990
8.941667,164.287889
8.950000,164.294150
8.958333,164.309896
8.966667,164.326316
8.975000,164.342935
8.983333,164.351490
8.991667,164.354355
9.000000,164.354791
9.008333,164.378311
9.016667,164.390564
9.025000,164.403785
9.033333,164.410912
9.041667,164.411209
9.050000,164.416170
9.058333,164.418291
9.066667,164.438926
9.075000,164.458347
9.083333,164.470303
9.091667,164.479823
9.100000,164.496089
9.108333,164.518266
9.116667,164.540999
9.125000,164.565655
9.133333,164.584498
9.141667,164.583966
9.150000,164.590566
9.158333,164.608570
9.166667,164.637989
9.175000,164.652508
9.183333,164.669588
9.191667,164.679967
9.200000,164.674742
9.208333,164.676407
9.216667,164.695875
9.225000,164.698486
9.233333,164.725026
9.241667,164.727990
9.250000,164.730764
9.258333,164.739322
9.266667,164.747048
9.275000,164.754979
9.283333,164.770250
9.291667,164.784348
9.300000,164.802014
9.308333,164.806617
9.316667,164.804983
9.325000,164.810047
9.333333,164.824660
9.341667,164.843603
9.350000,164.835742
9.358333,164.851857
9.366667,164.845210
9.375000,164.855341
9.383333,164.860260
9.391667,164.879978
9.400000,164.887055
9.408333,164.892468
9.416667,164.885196
9.425000,164.878155
9.433333,164.865802
9.441667,164.842465
9.450000,164.828296
9.458333,164.808258
9.466667,164.800445
9.475000,164.778097
9.483333,164.769794
9.491667,164.755973
9.500000,164.747142
9.508333,164.730564
9.516667,164.727239
9.525000,164.722811
9.533333,164.706095
9.541667,164.711945
9.550000,164.693649
9.558333,164.690001
9.566667,164.698134
9.575000,164.687325
9.583333,164.669801
9.591667,164.652635
9.600000,164.652259
9.608333,164.645565
9.616667,164.635966
9.625000,164.631341
